Tarih;Ömerli;Darlik;Elmali;Terkos;B.çekmece;Sazlidere;Alibey;Kazandere;Pabuçdere
11.04.2012;9,5;11,2;5,66;2,24;0,9;2,36;1,04;0;0
12.04.2012;0;0;0;0;2,72;0;0,19;0;0
13.04.2012;0;0;0;0;0;0;0;0;0
14.04.2012;0;0,61;0,93;2,5;3,93;1,55;2,5;1,55;1,6
15.04.2012;32,1;29,39;37,5;29,81;45,5;33,39;43,7;2,3;2,1
16.04.2012;11,5;15;0;0;1,7;0;0,3;0;0
17.04.2012;0;0;0;0;0;0;0;0;0
18.04.2012;0;0;0;0;0;0;0;0;0
19.04.2012;8,06;9,04;14,53;2,95;9,82;9,86;11,73;15,8;16,8
20.04.2012;0,3;0,5;0,75;0;0;0;0,64;0;0
21.04.2012;0;0;0;0;0;0;0;0;0
22.04.2012;1,4;1,65;0,96;2,4;7,9;5,65;5,5;0;11,1
23.04.2012;0;0;0;0;0;0;0;0;0
24.04.2012;0;0;0;0;0;0;0;0;0
25.04.2012;0;0;0;0;0;0;0;0;0
26.04.2012;0;0;0;0;0;0;0;0;0
27.04.2012;0;0;0;5,47;1,79;3,34;1;1;1
28.04.2012;0;0;4,94;1,48;0;0,6;2,62;0;0
29.04.2012;0;0;0;0;0;0;0;0;0
30.04.2012;0;0;0;0;0;0;0;0;0
1.05.2012;0;0;0;0;0;0;0;0;0
2.05.2012;0;0;0;0;0;0;0;0;0
3.05.2012;0;0;0;0;0;0;0;0;0
4.05.2012;0;0;0;0;0;0;0;0;0
5.05.2012;0;0;0;0;0;0;0;0;0
6.05.2012;0;0;0;0;0;0;0;4;5,4
7.05.2012;0;0;0;0;0;0;0;0;0
8.05.2012;0;0;0;0;0;0;0;0;0
9.05.2012;0;0;0;0;0;0;0;0;0
10.05.2012;0;0;0;0;0;0;0;0;0
11.05.2012;0;0;0;0;0;0;0;0;0
12.05.2012;0;0;0;0;0;0;0;0;0
13.05.2012;0;0;0;0;0;0;0;0;0
14.05.2012;0;0,44;0;0,1;0;0;0;0;0
15.05.2012;0;0;0;0;0;0;0;0;0
16.05.2012;3,5;3,83;4,58;2,1;2,97;7,13;5,4;3,6;9,7
17.05.2012;2,8;3,83;1;0,9;1,44;1,53;1,5;7,3;6,5
18.05.2012;0;0;0;0;0;0;0;0;0
19.05.2012;21,2;18,1;25,23;16,68;17,7;11,17;24,59;20,1;19,9
20.05.2012;2,4;2,3;2;0;5;0;1,2;0;0
21.05.2012;18,2;17,31;1,1;2,16;27,7;11,87;2,1;0;0
22.05.2012;0;0;0;0;0;0;0;0;0
23.05.2012;0;0;0;0;0;0;0;0;0
24.05.2012;0;0;0;0;0;0;0;0;0
25.05.2012;0;0,34;0,07;0,47;0,13;0;0;0;7,2
26.05.2012;7;7,25;12,06;11,14;11,35;15,76;7,88;34,22;64,4
27.05.2012;0;0;0;0;0;0;0;0;0
28.05.2012;1,35;0;3;3,75;0,12;0,77;7,27;2,5;3
29.05.2012;4;4,43;4,55;1,71;4,21;7,37;4,82;1,9;3
30.05.2012;0;0;0;0;0;0;0;0;0
31.05.2012;1,28;1,6;0;0;0,9;0;0;0;1,4
1.06.2012;0;0;0;0;0;0;0;0;0
2.06.2012;0;0;0;0;0;0;0;0;0
3.06.2012;0;0;0;0;0;0;0;0;0
4.06.2012;0;0;0;0;0;0;0;0;0
5.06.2012;0;0;0;0;0;0;0;0;0
6.06.2012;0;0;0;0;0;0;0;0;0
7.06.2012;0;1,92;0;3,29;0;0;0,21;0;0
8.06.2012;0;0;0;0;0;0;0;0;0
9.06.2012;0;0;0;0;0;0;0;0;0
10.06.2012;0;0;0;0;0;0;0;0;0
11.06.2012;0;0;0;0;0;0;0;0;0
12.06.2012;0;0;0;0;0;0;0;0;0
13.06.2012;0;0;0;0;0;0;0;0;0
14.06.2012;0;0;0;0;0;0;0;0;0
15.06.2012;0;0;0;0;0;0;0;0;0
16.06.2012;0;0;0;0;0;0;0;0;0
17.06.2012;0;0;0;0;0;0;0;0;0
18.06.2012;0;0;0;0;0;0;0;0;0
19.06.2012;0;0;0;0;0;0;0;0;0
20.06.2012;0;0;0;0;0;0;0;0;0
21.06.2012;0;0;0;0;0;0;0;0;0
22.06.2012;0;0;0;0;0;0;0;0;0
23.06.2012;0;0;0;0;0;0;0;0;0
24.06.2012;0;0;0;0;0;0;0;0;0
25.06.2012;0;0;0;0;0;0;0;0;0
26.06.2012;0;0;0;0;0;0;0;0;0
27.06.2012;10;12;14,7;1,97;0;3,82;7,84;1;1
28.06.2012;2,8;3;2,63;1;0;1;1,5;23;25
29.06.2012;0;0;0;0;0;0;0;0;0
30.06.2012;0;0;0;0;0;0;0;0;0
1.07.2012;0;0;0;0;0;0;0;0;0
2.07.2012;0;0;0;0;0;0;0;0;0
3.07.2012;0;0;0;0;0;0;0;0;0
4.07.2012;0;0;0;0;0;0;0;0;0
5.07.2012;0;0;0;0;0;0;0;0;0
6.07.2012;0;0;0;0;0;0;0;0;0
7.07.2012;0;0;0;0;0;0;0;0;0
8.07.2012;0;0;0;0;0;0;0;0;0
9.07.2012;0;0;0;0;0;0;0;0;0
10.07.2012;0;0;0;0;0;0;0;0;0
11.07.2012;0;0;0;0;0;0;0;0;0
12.07.2012;0;0;0;0;0;0;0;0;0
13.07.2012;0;0;0;0;0;0;0;0;0
14.07.2012;0;0;0;0;0;0;0;0;0
15.07.2012;0;0;0;0;0;0;0;0;0
16.07.2012;0;0;0;0;0;0;0;0;0
17.07.2012;0;0;0;23,52;0;0,7;0,2;0;0
18.07.2012;0;3,06;0;0;0;1,16;0;0;0
19.07.2012;0;0;0;0;0;0;0;0;0
20.07.2012;0;0;0;0;0;0;0;0;0
21.07.2012;0;0;0;0;0;0;0;0;0
22.07.2012;0;0;0;0;0;0;0;0;0
23.07.2012;0;0;0;0;0;0;0;0;0
24.07.2012;0;0;0;0;0;0;0;0;0
25.07.2012;0;0;0;0;0;0;0;0;0
26.07.2012;0;0;0;0;0;0;0;0;0
27.07.2012;0;0;0;0;0;0;0;0;0
28.07.2012;0;0;0;0;0;0;0;0;0
29.07.2012;0;0;0;0;0;0;0;0;0
30.07.2012;0;0;0;0;0;0;0;0;0
31.07.2012;0;0;0;0;0;0;2,3;0;0
1.08.2012;0;3,72;0;0;0;0;0;0;0
2.08.2012;0;0,45;7,39;7,9;1,08;0,5;2,23;0;0
3.08.2012;0;0;0;0;0;0;0;0;0
4.08.2012;0;0;0;0;0;0;0;0;0
5.08.2012;0;0;0;0;0;0;0;0;0
6.08.2012;0;2,42;0;0;0;0;0;0;0
7.08.2012;0;0;0;0;0;0;0;0;0
8.08.2012;0;0;0;0;0;0;0;0;0
9.08.2012;0;0;0;0;0;0;0;0;0
10.08.2012;0;0;0;0;0;0;0;0;0
11.08.2012;0;0;0;0;0;0;0;0;0
12.08.2012;0;0;0;0;0;0;0;0;0
13.08.2012;37;39,28;33,2;9,75;23,5;12,17;42,1;2,5;2,6
14.08.2012;0;0;0;0;0;0;0;0;0
15.08.2012;0;0;0;0;0;0;0;0;0
16.08.2012;0;0;0;0;0;0;0;0;0
17.08.2012;0;0;0;0;0;0;0;0;0
18.08.2012;0;0;0;0;0;0;0;0;0
19.08.2012;0;0;0;0;0;0;0;0;0
20.08.2012;0;0;0;0;0;0;0;0;0
21.08.2012;0;0;0;0;0;0;0;0;0
22.08.2012;0;0;0;0;0;0;0;0;0
23.08.2012;0;0;0;0;0;0;0;0;0
24.08.2012;0;0;0;0;0;0;0;0;0
25.08.2012;0;0;0;0;0;0;0;0;0
26.08.2012;0;0;0;0;0;0;0;0;0
27.08.2012;0;0;0;0;0;0;0;0;0
28.08.2012;12,2;13,65;23,93;15,2;3,98;9,37;5,6;8,6;4,2
29.08.2012;17;21,9;2,34;5,9;0;8,76;6,2;0;0
30.08.2012;0;0;0;0;0;0;0;0;0
31.08.2012;0;0;0;0;0;0;0;0;0
1.09.2012;0;0;0;0;0;0;0;0;0
2.09.2012;0;0;0;0;0;0;0;0;0
3.09.2012;0;0;0;0;0;0;0;0;0
4.09.2012;0;0;0;0;0;0;0;0;0
5.09.2012;0;0;0;0;0;0;0;0;0
6.09.2012;0;0;0;0;0;0;0;0;0
7.09.2012;0;0;0;0;0;0;0;0;0
8.09.2012;0;0;0;0;0;0;0;0;0
9.09.2012;0;0;0;0;0;0;0;0;0
10.09.2012;0;0;0;0;0;0;0;0;0
11.09.2012;0;0;0;0;0;0;0;0;0
12.09.2012;0;0;0;0;0;0;0;0;0
13.09.2012;0;0;0;0;0;0;0;0;0
14.09.2012;0;0;0;0;0;0;0;0;0
15.09.2012;0;0,45;0,09;0;0,06;0;0,18;0;0
16.09.2012;0;0;0;0;0;0;0;0;0
17.09.2012;0;0;0;3,2;1,9;2;0;2,5;1,39
18.09.2012;2,1;2,24;6,61;15,29;1,27;3,55;22,63;25,5;17,46
19.09.2012;4,5;4,73;2,47;1,79;3,6;1;13,21;5,27;3,22
20.09.2012;0;0,34;0;0;0;0;0;0;0
21.09.2012;1,1;1,49;0;8,26;1,58;0;0;3,83;1,7
22.09.2012;5,9;7,24;8,24;5,57;7,93;6,26;8,35;1,9;1,9
23.09.2012;0;0;0;0;0;0;0;0;0
24.09.2012;0;0;0;0;0;0;0;0;0
25.09.2012;0;0;0;0;0;0;0;0;0
26.09.2012;0;0;0;0;0;0;0;0;0
27.09.2012;0;0;0;0;0;0;0;0;0
28.09.2012;0;0;0;0;0;0;0;0;0
29.09.2012;0;0;0;0;0;0;0;0;0
30.09.2012;0;0;0;0;0;0;0;0;0
1.10.2012;0;0;0;0;0;0;0;0;0
2.10.2012;0;0;0;0;0;0;0;0;0
3.10.2012;0;0;0;0;0;0;0;3,53;1,78
4.10.2012;0;0;0;0;0;0;0;0;0
5.10.2012;0;0;0;0;0;0;0;0;0
6.10.2012;0;0;0;0;0;0;0;0;0
7.10.2012;0;0;0;0;0;0;0;0;0
8.10.2012;0;0;0;0;0;0;0;0;0
9.10.2012;11,2;12,04;1,34;0,87;0;0;1,1;2,61;2,54
10.10.2012;0;0;0;0;0;0;0;0;0
11.10.2012;0;0;0;0;0;0;0;0;0
12.10.2012;0;0;0;0;0;0;0;0;0
13.10.2012;0;0;0;0;0;0;0;0;0
14.10.2012;0;0;0;0;0;0;0;0;0
15.10.2012;0;0;0;0;0;0;0;0;0
16.10.2012;0;0;0;0;0;0;0;0;0
17.10.2012;0;0;0;0;0;0;0;0;0
18.10.2012;0;0;0;0;0;0;0;0;0
19.10.2012;0;0;0;0;0;0;0;0;0
20.10.2012;0;0;0;0;0;0;0;0;0
21.10.2012;1,12;0,72;1,4;4,86;8,34;9,5;13,75;19,65;20,63
22.10.2012;6,25;7,74;5,65;12,76;1,27;6,79;9,91;113,77;91,7
23.10.2012;0;0,02;6,17;7,25;6,14;14,9;13,77;27,91;14,24
24.10.2012;10;8,25;37,25;95;3,58;5,7;30;16,06;12,67
25.10.2012;0;14,36;0;0;0;0;0;0;0
26.10.2012;0;0;0;0;0;0;0;0;0
27.10.2012;0;0;0;0;0;0;0;0;0
28.10.2012;0;0;0;0;0;0;0;0;0
29.10.2012;0;0;0;0;0;0;0;0;0
30.10.2012;16,9;17,39;26,36;21,41;28,92;25,81;24;28,01;48,58
31.10.2012;0;0;0;1,16;0,87;0,88;2,4;2,5;1
1.11.2012;0;0;0;0;0;0;0;0;0
2.11.2012;2,2;2,94;3,59;0,66;5,29;4,23;6,8;0,48;0,98
3.11.2012;13,5;13,75;8,65;0,37;2,49;2,57;6,6;1,08;4,14
4.11.2012;0;0;0;0;0;0;0;1,75;1,8
5.11.2012;0;0;0;0;0;0;0;1,58;0
6.11.2012;0;0;0;0;0;0;0;3,1;0
7.11.2012;15,85;16,39;7,83;22,48;7,12;1,3;9,6;14,15;8,25
8.11.2012;25,4;26,66;19,77;6,74;12,5;12,39;50,03;0,55;0,06
9.11.2012;0;0;0;4,3;0;0;0;1,47;0,39
10.11.2012;0;0,9;0;3,15;1,7;1,42;0,16;0,37;0,06
11.11.2012;17;19,6;10,91;3,64;2,58;4;4,2;8,03;11,45
12.11.2012;0;0;0;0;0;0;0;0;0
13.11.2012;0;0;0;0;0;0;0;0;0
14.11.2012;0;0;0;0;0;0;0;0;0
15.11.2012;0;0;0;0;0;0;0;9,23;13,73
16.11.2012;0;0;0;0;0;0,4;0;29,88;34,85
17.11.2012;0;0;0;0;0;0;0;0;0
18.11.2012;0;0;0;0;0;0;0;3,4;1,6
19.11.2012;0;0;0;0;0;0;0;0;0
20.11.2012;0;0;0;0;0;0;0;1,18;0,57
21.11.2012;0;0;0;0;0;0;13;1,07;0
22.11.2012;1,5;2;2,5;1,95;2,5;4;5,1;7,64;5,22
23.11.2012;15;25,69;6,3;0,46;0;0;9;3,39;4,63
24.11.2012;0;0;1,46;2,85;0;0;1,7;1,57;1,52
25.11.2012;3,53;15,57;6,7;1,55;3,61;0,5;2,06;0,89;0,8
26.11.2012;0;0;0;0;0;1;0;3;0
27.11.2012;0;0;0;0;0;0;0;0;0
28.11.2012;0;0;0;0;0;0;0;0;0
29.11.2012;0;0;0;0;0;0;0;0;0
30.11.2012;0;0;0;0;0;1,13;0;6,55;1,84
1.12.2012;1;0,72;3,42;25,29;9;1,09;15,79;17,2;19,6
2.12.2012;16,6;11,25;20,91;32,05;31,11;14,46;11,89;25,52;27,88
3.12.2012;14,6;15,47;15,46;13,25;11,94;10,2;9,88;9,08;10,04
4.12.2012;10,15;15,47;14,07;15,42;8,41;4,22;8,89;7,86;9,13
5.12.2012;8,48;17,21;8,77;9,92;2,49;3,26;15,5;2,15;1,99
6.12.2012;8,3;9,44;7,48;5,63;6,21;5,36;5,61;2,19;2,1
7.12.2012;12,7;16,68;8,41;8,33;4,12;5,2;4,44;13,24;15,7
8.12.2012;27,98;31,49;10,83;7,71;1,68;3,95;5;7,93;7,84
9.12.2012;0;0;0;0;0;0;0;0;0
10.12.2012;5,98;5,21;9,67;13,29;8,38;8,62;11,08;9,16;8,92
11.12.2012;8,5;18,69;7,61;2,93;3,04;1,48;2,06;2,07;1,49
12.12.2012;8,18;6,12;8,32;2,55;2,36;1,8;2,16;6,45;5,51
13.12.2012;0;0;0;0;0;0;0;0;0
14.12.2012;0;0;0;0;0;0;0;0;0
15.12.2012;0;0;0;0;0;0;0;0;0
16.12.2012;0;0;0;0;0;0;0;0;0
17.12.2012;5,98;5,04;3,91;5,9;4,38;3,59;4,54;6,53;5,21
18.12.2012;9,38;9,07;7,91;16,34;8,72;7,23;4,94;13,76;12,73
19.12.2012;2,1;1,12;4,15;5,73;3,37;2,09;1,02;108;57,6
20.12.2012;0;1,4;0;2,44;1,6;0,64;0;22;25,1
21.12.2012;17,4;36,5;7,84;7,09;16,3;1,29;9,5;2,87;2,1
22.12.2012;0;0,51;0;0,62;4,57;7,72;0;1,06;0,07
23.12.2012;1,38;7,84;1,77;1,52;7,16;2,85;2,5;0;0
24.12.2012;0,7;3,82;0;1,23;0;0;0;1,71;0
25.12.2012;0;0;0;0;0;0;0;0;0
26.12.2012;0;0;0;0;0;0;0;0;0
27.12.2012;0;0;0;0;0;0;0;0;0
28.12.2012;0;0;0;0;0;0;0;0;0
29.12.2012;0;0;0;13,1;0;0;0;20,3;19
30.12.2012;3,63;10,34;1,44;8,92;0,3;3,1;0,5;8,82;6,63
31.12.2012;0;0;0;0;0;0;0;0;0
1.01.2013;0;0;0;0;0;0;0;0;0
2.01.2013;0;0;0;0;0;0;0;0;0
3.01.2013;0;0;0;0;0;0;0;0;0
4.01.2013;0;0;0;0;0;0;0;0;0
5.01.2013;1,6;5,63;3,09;1,24;1,03;1,01;1;1,68;1,57
6.01.2013;1,93;2;1,37;0;2,67;0;2,7;1,97;0
7.01.2013;1,2;4,72;0;4,6;0;1,46;0;0;0
8.01.2013;3,33;14,87;6,74;13,59;3,58;8,13;8,2;9,63;5,32
9.01.2013;10,73;3,52;6;0;2,87;0,7;0;0;0
10.01.2013;0;0;0;0;0;0;0;0;0
11.01.2013;0;0;0;0;0;0;0;0;0
12.01.2013;5,68;1,11;12,72;4,19;14,92;9,64;0,7;2,37;0,57
13.01.2013;13,18;8,85;13,93;13,29;8,92;7,73;0,82;9,73;9,94
14.01.2013;0;0;0;0;0;0;0;0;0
15.01.2013;0;0;0;0;0;0;0;0;0
16.01.2013;0;0;0;0;0;0;0;0;0
17.01.2013;3,03;3,53;5,56;4,01;10,7;9,06;8,8;12,83;10,42
18.01.2013;3,03;5,04;3,59;1,34;1,54;2,23;2,2;3,21;2,09
19.01.2013;3,3;1,94;0;6,93;4,27;5,64;7,4;6,7;5,32
20.01.2013;1,95;3,44;4,85;1,95;5,99;4,98;0,35;16,37;22,37
21.01.2013;0;0;0;0;0;0;0;3,41;0
22.01.2013;2;1,5;1,13;1,75;1,14;1,14;2,5;4,64;2,18
23.01.2013;0;0;0;0;0;0;0;0;0
24.01.2013;0;0;0;0;0;0;0;0;0
25.01.2013;2,95;3,34;5,46;4,84;6,8;4,4;6,3;10,47;9,13
26.01.2013;3,5;3,34;1,5;14,84;7,59;6,1;5,2;11,23;23,15
27.01.2013;4,93;3,43;2,33;26,62;7,31;8,61;5,3;7,93;14,91
28.01.2013;4,43;8,85;1,92;7,32;2,59;4,7;14,35;3,7;2,21
29.01.2013;1,65;5,14;0,5;2,93;0,67;0,71;2,8;3,37;2,42
30.01.2013;0;6,03;1,23;2,53;0;0;1,92;0;0
31.01.2013;0;0;0;0;0;0;0;0;0
1.02.2013;7,48;9,44;7,68;9,9;9,76;9,11;13,2;8,82;9,92
2.02.2013;0;0;0;0;0;0;0;0;0
3.02.2013;0;0;0;0;0;0;0;3,11;0
4.02.2013;0;0;0;0;0;0;0;0;0
5.02.2013;0,6;0,82;4,33;3,74;6,1;4,59;4,2;10,95;9,71
6.02.2013;0;0;0;0;0;0;0;0;0
7.02.2013;0;0;0;0;0;0;0;0;0
8.02.2013;1,73;0,72;2,17;3,74;2,67;2,19;1,75;10,45;9,13
9.02.2013;9,15;3,54;9,57;1,55;2,8;4,25;6,08;2,69;5,72
10.02.2013;2,15;4;4,11;12,31;16,28;17,06;11,72;2,88;2,59
11.02.2013;3,49;3,81;2,46;4,61;7,34;3,69;3,6;3,71;2,59
12.02.2013;1,05;3,35;1;2,33;1;0,69;0,4;7,03;5,3
13.02.2013;0;0;0;0;0;0;0;0;0
14.02.2013;0;0;0;0;0;0;0;0;0
15.02.2013;1,93;1,52;2,87;3,33;5,3;3,71;4,37;3,59;2,38
16.02.2013;7,98;14,27;7,09;7,51;6,83;7,49;6,28;2,28;2,2
17.02.2013;0;0;0;0;0;0;0;0;0
18.02.2013;0;0;0;0;0;0;0;0;0
19.02.2013;0;0;0;0;0;0;0;0;0
20.02.2013;3,53;4,43;2,34;8,21;3,67;3,19;3,7;11,2;13,5
21.02.2013;0;1,24;0,5;0,45;0;0;0;2,09;0
22.02.2013;0,48;0,72;1,4;2,93;2,36;1,66;4,8;6,61;6,3
23.02.2013;1,6;1,23;1;3,72;5,07;3,29;4,5;4,79;7,53
24.02.2013;0;0;0;0;0;0;0;0;0
25.02.2013;0;0;0;0;0;0;0;0;0
26.02.2013;0;0;0;6,31;0;0;0;1,78;1,38
27.02.2013;2,93;1,42;4,22;3,55;3,79;4,94;4,13;8,03;6,22
28.02.2013;1,28;4,03;1,03;2,82;0,43;0,5;3,24;1,68;1,08
1.03.2013;1,48;2,14;0,34;2,83;1,3;4,73;0,82;1,47;0
2.03.2013;0;0;0;0;0;0;0;0;0
3.03.2013;0;0;0;0;0;0;0;0;0
4.03.2013;0;0;0;0;0;0;0;0;0
5.03.2013;0;0;0;0;0;0;0;0;0
6.03.2013;0;0;0;0;0;0;0;0;0
7.03.2013;0;0;0;0;0;0;0;0;0
8.03.2013;0;0;0;0;0;0;0;0;0
9.03.2013;0,1;0,11;0,83;0,53;0,47;0,39;0,18;4,42;0,48
10.03.2013;1;1,1;1,58;0;0,68;0;0,18;3,72;2,7
11.03.2013;1;1,73;0;0;0,1;0;0,2;0;0
12.03.2013;1;0,1;4,13;0,45;0,37;1,11;1,65;4,13;8,8
13.03.2013;0;0;0;0;0;0;0;0;0
14.03.2013;0;0;0;0;0;0;0;0;0
15.03.2013;4,1;3,34;5,2;6,72;4,76;5,15;5,5;12,78;9,32
16.03.2013;10;9,5;13;27,34;8,41;12,16;9,2;24,62;25,01
17.03.2013;12,01;12,35;12,11;14,43;7,71;9,45;9,1;7,22;7,33
18.03.2013;0;0,43;0;2,12;0,43;0;0,16;1,28;0,37
19.03.2013;0;0;0;0;0;0;0;0,46;0,56
20.03.2013;0;0;0,48;8,12;0;0;0,3;14,26;18,51
21.03.2013;0;0;0;0;0;0;0;0;0
22.03.2013;0,7;0,71;0,5;0,45;1,24;0,41;0,19;2,39;3,49
23.03.2013;2,93;10,07;9;12,74;9,11;7,97;12,6;9,46;11,31
24.03.2013;0;0;0;0;0;0;0;0;0
25.03.2013;0;0;0;0;0;0;0;0;0
26.03.2013;0;0;0;0;0;0;0;0;0
27.03.2013;4,03;2,74;6,78;11,22;16,57;10,95;9,2;19,04;24,99
28.03.2013;9,15;7,85;12,64;10,84;8,64;9,94;10,7;7,63;7,21
29.03.2013;0;0;0;0;0;0;0;0;0
30.03.2013;0,6;0,57;0,32;0,63;0,39;0,74;0,76;1,59;0,38
31.03.2013;0;0;0;0;0;0;0;0;0
1.04.2013;0;0;0;0;0;0;0;0;0
2.04.2013;0;0;0;0;0;0;0;0;0
3.04.2013;0;0;0;0;0;0;0;0;0
4.04.2013;14,6;4,54;7,14;8,04;8,83;7,67;6,41;4,03;3,32
5.04.2013;0;0;0;0;0;0;0;0;0
6.04.2013;0;0;0;0;0;0;0;0;0
7.04.2013;0;0;0;0;0;0;0;0;0
8.04.2013;5,03;4,83;13,72;9,64;12,88;11,23;15,24;21,2;19,4
9.04.2013;5;5,93;1,04;2,05;1;0,5;2,2;11,1;12,94
10.04.2013;0;0;0;0;0;0;0;0;0
11.04.2013;0;0,09;0;0;0;0;0;0;0
12.04.2013;0,45;0,9;0,46;0;0;0;0;0;0
13.04.2013;0;0;0;0;0;0;0;0;0
14.04.2013;0;3,34;1,24;3,06;0,67;0;0,45;3,2;3,71
15.04.2013;0;0;0;0;0;0;0;0;0
16.04.2013;0,85;0,6;3;1,1;0,56;2,32;2,43;3,19;7,43
17.04.2013;0,85;1,11;1,58;2,74;1,8;1,47;1,76;4,81;7,43
18.04.2013;0;0;0;0;0;0;0;0;0
19.04.2013;0;0;0;0;0;0;0;0;0
20.04.2013;0;0;0;0;0;0;0;0;0
21.04.2013;0;0;0;0;0;0;0;0;0
22.04.2013;0;0;0;0;0;0;0;0;0
23.04.2013;0;0;0;0;0;0;0;0;0
24.04.2013;0;0;0;0;0;0;0;0;0
25.04.2013;0;0;0;0;0;0;0;0;0
26.04.2013;0;0;0;0;0;0;0;0;0
27.04.2013;0;0;0;0;0;0;0;0;0
28.04.2013;0;0;0;0;0;0;0;0;0
29.04.2013;0;0;0;0;0;0;0;0;0
30.04.2013;0;0;0;0;0;0;0;0;0
1.05.2013;0;0;0;0;0;0;0;0;0
2.05.2013;0;0;0;0;0;0;0;0;0
3.05.2013;0;0;0;0;0;0;0;0;0
4.05.2013;0;0;0;0;0;0;0;0;0
5.05.2013;0;0;0;0;0;0;0;0;0
6.05.2013;0;0;0;0;0;0;0;0;0
7.05.2013;0;0;0;0;0;0;0;0;0
8.05.2013;0;0;0;0;0;0;0;0;0
9.05.2013;0;0;0;0;0;0;0;0;0
10.05.2013;0;0;0;0;0;0;0;0;0
11.05.2013;0;0;0;0;0;0;0;0;0
12.05.2013;0;0;0;0;0;0;0;0;0
13.05.2013;0;0;0;0;0;0;0;0;0
14.05.2013;8,18;3,74;1,88;0,76;0,1;1,4;3,54;1,7;1,8
15.05.2013;4,73;5,13;17,61;33,87;30,53;10,01;25,72;5,64;4,12
16.05.2013;0;0;0;0;0;0;0;0;0
17.05.2013;0;4;0,55;0,37;0,2;0;1;0;0
18.05.2013;0;0;0;0;0;0;0;0;0
19.05.2013;0;0;0;0;0;0;0;0;0
20.05.2013;0;0;0;0;0;0;0;0;0
21.05.2013;0;0;0;0;0;0;0;0;0
22.05.2013;0;0;0;0;0;0;0;0;0
23.05.2013;0;0;0;0;0;0;0;0;0
24.05.2013;0;0;0;0;0;0;0;0;0
25.05.2013;0;0;0;0;0;0;0;0;0
26.05.2013;0;0;0;0;0;0;0;0;0
27.05.2013;0;0;0;0;0;0;0;0;0
28.05.2013;0;0;0;0;0;0;0;0;0
29.05.2013;0;0;0;0;0;0;0;0;0
30.05.2013;0;0;0;0;0;0;0;0;0
31.05.2013;0;0;0;0;0;0;0;0;0
1.06.2013;0;0;0;0;0;0;0;0;0
2.06.2013;0;0;0,68;0;0,67;0,39;0,39;3,3;0,6
3.06.2013;2,18;3,51;1,7;2;1,58;0,98;1,68;11,48;11,96
4.06.2013;0;0;0;0;0;0;0;0;0
5.06.2013;2,18;6,3;2;1;1;1;2,8;5,16;5,03
6.06.2013;2,63;0;0;0;0;0;0;1,6;1,69
7.06.2013;0;0,92;0;0;0,11;18,22;7,7;0;0
8.06.2013;0;0;0;0;0;0;0;2,9;0
9.06.2013;0;0;0;0;0;0;0;0;0
10.06.2013;0;0;0;0;0;0;0;0;0
11.06.2013;0;0;0;0;0;0;0;0;0
12.06.2013;0;0;0;0;0;0;0;0;0
13.06.2013;0;0;5,74;3,1;2,99;1,35;2,8;27,41;28,81
14.06.2013;0;0;0;1;0;2,19;0;0;0
15.06.2013;10;47,17;16,54;14,61;2,59;2,26;3;7,7;5,33
16.06.2013;0;0;0;0;0;0;0;0;0
17.06.2013;0;0;2,97;1,03;0;0;6,7;0;0
18.06.2013;0;0;0;0;0;0;0;0;0
19.06.2013;0;0;0;0;0;0;0;0;0
20.06.2013;0;0;0;0;0;0;0;0;0
21.06.2013;0;0;0;0;0;0;0;0;0
22.06.2013;0;0;0;0;0;0;0;0;0
23.06.2013;0;0;0;0;0;0;0;0;0
24.06.2013;0;0;0;0;0;0;0;0;0
25.06.2013;0;0;0;0;0;0;0;0;0
26.06.2013;0;0;0;0;0;0;0;0;0
27.06.2013;0;0;0;0;0;0;0;0;0
28.06.2013;0;0;0;0;0;0;0;0;0
29.06.2013;0;0;0;0;0;0;0;0;0
30.06.2013;0;0;0;0;0;0;0;0;0
1.07.2013;1;0,8;1,84;8,4;0;1,2;1,3;3,43;7,96
2.07.2013;1;4,73;0,53;0,7;0;0;0;0;0
3.07.2013;0;0;0;0;0;0;0;0;0
4.07.2013;0;0;0;0;0;0;0;0;0
5.07.2013;0;0;0;0;0;0;0;0;0
6.07.2013;0;0;0;0;0;0;0;0;0
7.07.2013;0;0;0;0;0;0;0;0;0
8.07.2013;0;0;0;0;0;0;0;0;0
9.07.2013;0;0;0;0;0;0;0;0;0
10.07.2013;0;0;0;0;0;0;0;0;0
11.07.2013;0;0;0;0;0;0;0;0;0
12.07.2013;0;0;0;0;0;0;0;0;0
13.07.2013;0;0;0;0;0;0;0;0;0
14.07.2013;0;0;0;0;0;0;0;0;0
15.07.2013;0;0;0;0;0;0;0;0;0
16.07.2013;0;0;0;0;0;0;0;0;0
17.07.2013;12,3;3,79;4,49;0;0;0;0;0;0
18.07.2013;4,53;0;0;13,36;0;2,61;0;0;0
19.07.2013;0;0;0;0;0;0;0;0;0
20.07.2013;0;0;0;0;0;0;0;0;0
21.07.2013;0;0;0;0;0;0;0;0;0
22.07.2013;0;0;0;0;0;0;0;3,15;8,94
23.07.2013;0;0;0;0;0;0;0;0;0
24.07.2013;0;0;0;0;0;0;0;0;0
25.07.2013;0;0;0;0;0;0;0;0;0
26.07.2013;0;0;0;0;0;0;0;0;0
27.07.2013;0;0;0;0;0;0;0;0;0
